DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,Category
2020-05-06 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,11,"{'Number': 1, 'Name': 'Good'}"
2020-05-07 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,46,"{'Number': 1, 'Name': 'Good'}"
2020-05-07 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,28,"{'Number': 1, 'Name': 'Good'}"
2020-05-07 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,17,"{'Number': 1, 'Name': 'Good'}"
2020-05-08 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,33,"{'Number': 1, 'Name': 'Good'}"
2020-05-08 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,25,"{'Number': 1, 'Name': 'Good'}"
2020-05-08 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,16,"{'Number': 1, 'Name': 'Good'}"
2020-05-09 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
2020-05-09 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,30,"{'Number': 1, 'Name': 'Good'}"
2020-05-09 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,16,"{'Number': 1, 'Name': 'Good'}"
2020-05-10 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,35,"{'Number': 1, 'Name': 'Good'}"
2020-05-10 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,24,"{'Number': 1, 'Name': 'Good'}"
2020-05-10 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,14,"{'Number': 1, 'Name': 'Good'}"
2020-05-11 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,29,"{'Number': 1, 'Name': 'Good'}"
2020-05-11 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,27,"{'Number': 1, 'Name': 'Good'}"
2020-05-11 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,12,"{'Number': 1, 'Name': 'Good'}"
2020-05-12 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
2020-05-12 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,54,"{'Number': 2, 'Name': 'Moderate'}"
2020-05-12 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,32,"{'Number': 1, 'Name': 'Good'}"
2020-05-13 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
2020-05-13 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,48,"{'Number': 1, 'Name': 'Good'}"
2020-05-13 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,27,"{'Number': 1, 'Name': 'Good'}"
2020-05-14 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
2020-05-14 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,42,"{'Number': 1, 'Name': 'Good'}"
2020-05-14 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,20,"{'Number': 1, 'Name': 'Good'}"
2020-05-15 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,42,"{'Number': 1, 'Name': 'Good'}"
2020-05-15 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,39,"{'Number': 1, 'Name': 'Good'}"
2020-05-15 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,18,"{'Number': 1, 'Name': 'Good'}"
2020-05-16 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,49,"{'Number': 1, 'Name': 'Good'}"
2020-05-16 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,41,"{'Number': 1, 'Name': 'Good'}"
2020-05-16 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,16,"{'Number': 1, 'Name': 'Good'}"
2020-05-17 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2020-05-17 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,42,"{'Number': 1, 'Name': 'Good'}"
2020-05-17 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,19,"{'Number': 1, 'Name': 'Good'}"
2020-05-18 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2020-05-18 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,25,"{'Number': 1, 'Name': 'Good'}"
2020-05-18 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,12,"{'Number': 1, 'Name': 'Good'}"
2020-05-19 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,31,"{'Number': 1, 'Name': 'Good'}"
2020-05-19 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,20,"{'Number': 1, 'Name': 'Good'}"
2020-05-19 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,9,"{'Number': 1, 'Name': 'Good'}"
2020-05-20 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,33,"{'Number': 1, 'Name': 'Good'}"
2020-05-20 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,25,"{'Number': 1, 'Name': 'Good'}"
2020-05-20 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,11,"{'Number': 1, 'Name': 'Good'}"
2020-05-21 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,27,"{'Number': 1, 'Name': 'Good'}"
2020-05-21 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,32,"{'Number': 1, 'Name': 'Good'}"
2020-05-21 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,14,"{'Number': 1, 'Name': 'Good'}"
2020-05-22 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,45,"{'Number': 1, 'Name': 'Good'}"
2020-05-22 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,40,"{'Number': 1, 'Name': 'Good'}"
2020-05-22 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,17,"{'Number': 1, 'Name': 'Good'}"
2020-05-23 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,43,"{'Number': 1, 'Name': 'Good'}"
2020-05-23 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,34,"{'Number': 1, 'Name': 'Good'}"
2020-05-23 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,17,"{'Number': 1, 'Name': 'Good'}"
2020-05-24 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,43,"{'Number': 1, 'Name': 'Good'}"
2020-05-24 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,37,"{'Number': 1, 'Name': 'Good'}"
2020-05-24 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,19,"{'Number': 1, 'Name': 'Good'}"
2020-05-25 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,39,"{'Number': 1, 'Name': 'Good'}"
2020-05-25 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,39,"{'Number': 1, 'Name': 'Good'}"
2020-05-25 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,20,"{'Number': 1, 'Name': 'Good'}"
2020-05-26 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,42,"{'Number': 1, 'Name': 'Good'}"
2020-05-26 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,38,"{'Number': 1, 'Name': 'Good'}"
2020-05-26 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,19,"{'Number': 1, 'Name': 'Good'}"
2020-05-27 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,35,"{'Number': 1, 'Name': 'Good'}"
2020-05-27 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,32,"{'Number': 1, 'Name': 'Good'}"
2020-05-27 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,15,"{'Number': 1, 'Name': 'Good'}"
2020-05-28 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,44,"{'Number': 1, 'Name': 'Good'}"
2020-05-28 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,22,"{'Number': 1, 'Name': 'Good'}"
2020-05-28 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,12,"{'Number': 1, 'Name': 'Good'}"
2020-05-29 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,46,"{'Number': 1, 'Name': 'Good'}"
2020-05-29 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,29,"{'Number': 1, 'Name': 'Good'}"
2020-05-29 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,18,"{'Number': 1, 'Name': 'Good'}"
2020-05-30 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,34,"{'Number': 1, 'Name': 'Good'}"
2020-05-30 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,23,"{'Number': 1, 'Name': 'Good'}"
2020-05-30 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,13,"{'Number': 1, 'Name': 'Good'}"
2020-05-31 ,0,EST,Indianapolis,IN,39.749,-86.186,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2020-05-31 ,0,EST,Indianapolis,IN,39.749,-86.186,PM2.5,38,"{'Number': 1, 'Name': 'Good'}"
2020-05-31 ,0,EST,Indianapolis,IN,39.749,-86.186,PM10,15,"{'Number': 1, 'Name': 'Good'}"
2020-05-01 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,46,"{'Number': 1, 'Name': 'Good'}"
2020-05-01 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,35,"{'Number': 1, 'Name': 'Good'}"
2020-05-02 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,39,"{'Number': 1, 'Name': 'Good'}"
2020-05-02 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,27,"{'Number': 1, 'Name': 'Good'}"
2020-05-03 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,48,"{'Number': 1, 'Name': 'Good'}"
2020-05-03 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,25,"{'Number': 1, 'Name': 'Good'}"
2020-05-04 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,19,"{'Number': 1, 'Name': 'Good'}"
2020-05-04 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,14,"{'Number': 1, 'Name': 'Good'}"
2020-05-05 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,22,"{'Number': 1, 'Name': 'Good'}"
2020-05-05 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,18,"{'Number': 1, 'Name': 'Good'}"
2020-05-06 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,43,"{'Number': 1, 'Name': 'Good'}"
2020-05-06 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,20,"{'Number': 1, 'Name': 'Good'}"
2020-05-07 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,46,"{'Number': 1, 'Name': 'Good'}"
2020-05-07 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,25,"{'Number': 1, 'Name': 'Good'}"
2020-05-08 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2020-05-08 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,14,"{'Number': 1, 'Name': 'Good'}"
2020-05-09 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,44,"{'Number': 1, 'Name': 'Good'}"
2020-05-09 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,22,"{'Number': 1, 'Name': 'Good'}"
2020-05-10 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,35,"{'Number': 1, 'Name': 'Good'}"
2020-05-10 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,9,"{'Number': 1, 'Name': 'Good'}"
2020-05-11 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,41,"{'Number': 1, 'Name': 'Good'}"
2020-05-11 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,14,"{'Number': 1, 'Name': 'Good'}"
2020-05-12 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,43,"{'Number': 1, 'Name': 'Good'}"
2020-05-12 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,30,"{'Number': 1, 'Name': 'Good'}"
2020-05-13 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,29,"{'Number': 1, 'Name': 'Good'}"
2020-05-13 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,30,"{'Number': 1, 'Name': 'Good'}"
2020-05-14 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,14,"{'Number': 1, 'Name': 'Good'}"
2020-05-14 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,27,"{'Number': 1, 'Name': 'Good'}"
2020-05-15 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,45,"{'Number': 1, 'Name': 'Good'}"
2020-05-15 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,28,"{'Number': 1, 'Name': 'Good'}"
2020-05-16 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,45,"{'Number': 1, 'Name': 'Good'}"
2020-05-16 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,34,"{'Number': 1, 'Name': 'Good'}"
2020-05-17 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,30,"{'Number': 1, 'Name': 'Good'}"
2020-05-17 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,6,"{'Number': 1, 'Name': 'Good'}"
2020-05-18 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,32,"{'Number': 1, 'Name': 'Good'}"
2020-05-18 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,6,"{'Number': 1, 'Name': 'Good'}"
2020-05-19 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,27,"{'Number': 1, 'Name': 'Good'}"
2020-05-19 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,10,"{'Number': 1, 'Name': 'Good'}"
2020-05-20 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,27,"{'Number': 1, 'Name': 'Good'}"
2020-05-20 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,25,"{'Number': 1, 'Name': 'Good'}"
2020-05-21 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,28,"{'Number': 1, 'Name': 'Good'}"
2020-05-21 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,16,"{'Number': 1, 'Name': 'Good'}"
2020-05-22 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,30,"{'Number': 1, 'Name': 'Good'}"
2020-05-22 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,27,"{'Number': 1, 'Name': 'Good'}"
2020-05-23 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,41,"{'Number': 1, 'Name': 'Good'}"
2020-05-23 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,28,"{'Number': 1, 'Name': 'Good'}"
2020-05-24 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,41,"{'Number': 1, 'Name': 'Good'}"
2020-05-24 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,20,"{'Number': 1, 'Name': 'Good'}"
2020-05-25 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,32,"{'Number': 1, 'Name': 'Good'}"
2020-05-25 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,19,"{'Number': 1, 'Name': 'Good'}"
2020-05-26 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,27,"{'Number': 1, 'Name': 'Good'}"
2020-05-26 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,15,"{'Number': 1, 'Name': 'Good'}"
2020-05-27 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,32,"{'Number': 1, 'Name': 'Good'}"
2020-05-27 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,19,"{'Number': 1, 'Name': 'Good'}"
2020-05-28 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,47,"{'Number': 1, 'Name': 'Good'}"
2020-05-28 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,24,"{'Number': 1, 'Name': 'Good'}"
2020-05-29 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,33,"{'Number': 1, 'Name': 'Good'}"
2020-05-29 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,19,"{'Number': 1, 'Name': 'Good'}"
2020-05-30 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,41,"{'Number': 1, 'Name': 'Good'}"
2020-05-30 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,31,"{'Number': 1, 'Name': 'Good'}"
2020-05-31 ,0,CST,Des Moines,IA,41.535,-93.66,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2020-05-31 ,0,CST,Des Moines,IA,41.535,-93.66,PM2.5,23,"{'Number': 1, 'Name': 'Good'}"
2020-05-01 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,58,"{'Number': 2, 'Name': 'Moderate'}"
2020-05-01 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,37,"{'Number': 1, 'Name': 'Good'}"
2020-05-01 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,29,"{'Number': 1, 'Name': 'Good'}"
2020-05-02 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,42,"{'Number': 1, 'Name': 'Good'}"
2020-05-02 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,39,"{'Number': 1, 'Name': 'Good'}"
2020-05-02 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,27,"{'Number': 1, 'Name': 'Good'}"
2020-05-03 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,49,"{'Number': 1, 'Name': 'Good'}"
2020-05-03 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,23,"{'Number': 1, 'Name': 'Good'}"
2020-05-03 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,22,"{'Number': 1, 'Name': 'Good'}"
2020-05-04 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2020-05-04 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,16,"{'Number': 1, 'Name': 'Good'}"
2020-05-04 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,12,"{'Number': 1, 'Name': 'Good'}"
2020-05-05 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,44,"{'Number': 1, 'Name': 'Good'}"
2020-05-05 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,13,"{'Number': 1, 'Name': 'Good'}"
2020-05-05 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,10,"{'Number': 1, 'Name': 'Good'}"
2020-05-06 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2020-05-06 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,18,"{'Number': 1, 'Name': 'Good'}"
2020-05-06 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,10,"{'Number': 1, 'Name': 'Good'}"
2020-05-07 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,31,"{'Number': 1, 'Name': 'Good'}"
2020-05-07 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,26,"{'Number': 1, 'Name': 'Good'}"
2020-05-07 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,13,"{'Number': 1, 'Name': 'Good'}"
2020-05-08 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2020-05-08 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,16,"{'Number': 1, 'Name': 'Good'}"
2020-05-08 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,9,"{'Number': 1, 'Name': 'Good'}"
2020-05-09 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,42,"{'Number': 1, 'Name': 'Good'}"
2020-05-09 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,18,"{'Number': 1, 'Name': 'Good'}"
2020-05-09 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,13,"{'Number': 1, 'Name': 'Good'}"
2020-05-10 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
2020-05-10 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,8,"{'Number': 1, 'Name': 'Good'}"
2020-05-10 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,8,"{'Number': 1, 'Name': 'Good'}"
2020-05-11 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,30,"{'Number': 1, 'Name': 'Good'}"
2020-05-11 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,9,"{'Number': 1, 'Name': 'Good'}"
2020-05-11 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,7,"{'Number': 1, 'Name': 'Good'}"
2020-05-12 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,35,"{'Number': 1, 'Name': 'Good'}"
2020-05-12 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,21,"{'Number': 1, 'Name': 'Good'}"
2020-05-12 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,6,"{'Number': 1, 'Name': 'Good'}"
2020-05-13 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,25,"{'Number': 1, 'Name': 'Good'}"
2020-05-13 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,25,"{'Number': 1, 'Name': 'Good'}"
2020-05-13 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,7,"{'Number': 1, 'Name': 'Good'}"
2020-05-14 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2020-05-14 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,35,"{'Number': 1, 'Name': 'Good'}"
2020-05-14 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,13,"{'Number': 1, 'Name': 'Good'}"
2020-05-15 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,31,"{'Number': 1, 'Name': 'Good'}"
2020-05-15 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,26,"{'Number': 1, 'Name': 'Good'}"
2020-05-15 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,10,"{'Number': 1, 'Name': 'Good'}"
2020-05-16 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,35,"{'Number': 1, 'Name': 'Good'}"
2020-05-16 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,37,"{'Number': 1, 'Name': 'Good'}"
2020-05-16 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,12,"{'Number': 1, 'Name': 'Good'}"
2020-05-17 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,43,"{'Number': 1, 'Name': 'Good'}"
2020-05-17 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,23,"{'Number': 1, 'Name': 'Good'}"
2020-05-17 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,8,"{'Number': 1, 'Name': 'Good'}"
2020-05-18 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2020-05-18 ,0,CST,Topeka,KS,39.0243,-95.7113,PM2.5,17,"{'Number': 1, 'Name': 'Good'}"
2020-05-18 ,0,CST,Topeka,KS,39.0243,-95.7113,PM10,9,"{'Number': 1, 'Name': 'Good'}"
2020-05-19 ,0,CST,Topeka,KS,39.0243,-95.7113,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
